Accident_ID,Date,Time,Severity,Weather_Condition,Road_Type,Visibility,Temperature_C,Traffic_Density,Speed_Limit,Traffic_Signal,Lighting_Condition,Vehicle_Count,Driver_Age,Alcohol_Involved,County,Road_Name,Police_Response_Time
160,2024-01-07,15:00:00,Moderate,Clear,Rural,7.613850201151411,6.6953244164877255,56.574495061328925,50,No,Night,1,69,No,Kisumu,Thika Superhighway,12
161,2024-01-07,16:00:00,Minor,Clear,Urban,6.685902056375904,12.756778180255111,51.44613277398942,30,No,Dusk,1,55,No,Nairobi,Kisumu-Busia Road,27
162,2024-01-07,17:00:00,Moderate,Clear,Highway,6.398821391045096,-4.123466848999642,8.50563854892411,120,No,Daylight,5,50,No,Kakamega,Uhuru Highway,54
163,2024-01-07,18:00:00,Moderate,Fog,Urban,3.847561992791717,7.041843113372522,54.887280154259976,50,Yes,Night,2,24,No,Machakos,Kisumu-Busia Road,29
164,2024-01-07,19:00:00,Minor,Snow,Highway,8.493751754305219,15.105249705205217,37.99790789653946,120,No,Daylight,6,29,No,Nairobi,Kisumu-Busia Road,51
165,2024-01-07,20:00:00,Minor,Rain,Highway,4.977228090282563,-2.7529569061024395,60.71352808835769,70,Yes,Night,7,48,No,Mombasa,Mombasa-Malindi Highway,5
166,2024-01-07,21:00:00,Moderate,Fog,Highway,9.801496911143968,14.643829175326605,38.87263478765467,120,No,Dusk,1,49,No,Kisumu,Mombasa-Malindi Highway,50
167,2024-01-07,22:00:00,Minor,Snow,Urban,6.5243503138095,32.08442515433709,24.029912345036674,70,No,Dusk,6,71,No,Thika,Thika Superhighway,22
168,2024-01-07,23:00:00,Minor,Fog,Highway,1.699515044862776,-0.7842712756877912,9.49652752283765,50,No,Dusk,8,37,No,Nakuru,Nyeri-Nanyuki Road,23
169,2024-01-08,00:00:00,Minor,Rain,Urban,6.923686839716623,25.577629123020174,31.491844458889574,70,Yes,Daylight,5,72,No,Nakuru,Mombasa-Malindi Highway,55
170,2024-01-08,01:00:00,Minor,Snow,Intersection,3.5884881466011405,11.386842135039707,9.664483428775227,50,Yes,Night,7,68,Yes,Meru,Meru-Maua Road,46
171,2024-01-08,02:00:00,Moderate,Fog,Rural,7.020108368517926,21.20694858097352,17.689695082398394,50,No,Daylight,6,34,No,Thika,Meru-Maua Road,56
172,2024-01-08,03:00:00,Minor,Rain,Rural,1.1615909075428545,5.409463919409173,98.73361585795459,90,Yes,Dusk,4,53,No,Mombasa,Jogoo Road,57
173,2024-01-08,04:00:00,Minor,Clear,Highway,2.161373653171614,1.3796905016543315,44.41035569066186,50,Yes,Daylight,7,20,No,Nyeri,Nakuru-Eldoret Highway,10
174,2024-01-08,05:00:00,Minor,Rain,Urban,8.62950395960497,1.4185045708490573,53.187176650501655,70,Yes,Dusk,9,18,No,Kisumu,Uhuru Highway,21
175,2024-01-08,06:00:00,Moderate,Clear,Rural,2.6582057917233914,-2.180322174274214,87.36185287372153,90,Yes,Dusk,7,67,No,Meru,Nyeri-Nanyuki Road,50
176,2024-01-08,07:00:00,Minor,Fog,Urban,8.45189068980793,2.425868196049721,99.55689004906878,90,Yes,Dusk,5,44,Yes,Thika,Meru-Maua Road,49
177,2024-01-08,08:00:00,Moderate,Snow,Urban,3.153122840316899,21.56877539955873,58.27144493446815,50,Yes,Night,7,70,No,Machakos,Kangundo Road,12
178,2024-01-08,09:00:00,Minor,Snow,Highway,6.607378145557723,30.26762447374032,81.24738210441717,120,Yes,Night,3,64,No,Nairobi,Meru-Maua Road,58
179,2024-01-08,10:00:00,Severe,Fog,Rural,7.094430448343394,27.56502742364647,32.694102433667524,120,No,Dusk,2,57,No,Mombasa,Kisumu-Busia Road,46
180,2024-01-08,11:00:00,Minor,Snow,Highway,5.370220154878003,22.405372394979363,30.57439574472911,90,Yes,Daylight,5,50,No,Thika,Uhuru Highway,13
181,2024-01-08,12:00:00,Minor,Snow,Highway,3.4004514286189473,-0.5827254635558932,40.27037209945602,50,Yes,Daylight,4,37,No,Kisumu,Jogoo Road,41
182,2024-01-08,13:00:00,Minor,Clear,Rural,2.520121575525413,6.567497851837993,67.25072626736491,120,No,Night,5,31,No,Nairobi,Thika Superhighway,59
183,2024-01-08,14:00:00,Severe,Fog,Rural,0.8152988683430491,7.392275012898759,68.21916892550988,50,No,Dusk,8,53,No,Thika,Meru-Maua Road,31
184,2024-01-08,15:00:00,Moderate,Rain,Intersection,3.387490811786876,4.998277855904849,31.52394346494508,50,No,Daylight,4,22,No,Eldoret,Nakuru-Eldoret Highway,40
185,2024-01-08,16:00:00,Minor,Clear,Intersection,6.705046510047189,15.600226388388926,13.320992413662868,90,No,Dusk,9,40,No,Meru,Jogoo Road,10
186,2024-01-08,17:00:00,Moderate,Fog,Urban,9.413895775260585,16.4221525951869,63.239625646550856,90,Yes,Daylight,7,62,No,Thika,Meru-Maua Road,10
187,2024-01-08,18:00:00,Moderate,Clear,Rural,8.776442581498994,9.275439006844408,12.832586218876452,30,No,Night,7,77,No,Eldoret,Nyeri-Nanyuki Road,49
188,2024-01-08,19:00:00,Minor,Rain,Intersection,7.777615377085374,9.15156634945744,57.84925082293301,120,No,Dusk,8,73,No,Nairobi,Nyeri-Nanyuki Road,8
189,2024-01-08,20:00:00,Minor,Rain,Urban,7.990249760906337,28.142223916243253,69.3422128056309,120,Yes,Dusk,6,32,No,Nairobi,Jogoo Road,26
190,2024-01-08,21:00:00,Minor,Fog,Urban,6.817356583021955,26.571713932787425,70.06114963944516,120,Yes,Daylight,8,23,No,Nairobi,Thika Superhighway,44
191,2024-01-08,22:00:00,Minor,Rain,Urban,2.9727251468770284,7.311833267229826,75.34721106595967,70,Yes,Daylight,3,50,No,Nyeri,Kangundo Road,31
192,2024-01-08,23:00:00,Moderate,Clear,Intersection,9.118352791705384,31.551537754930372,87.28594215656645,50,No,Daylight,1,72,No,Thika,Kangundo Road,41
193,2024-01-09,00:00:00,Severe,Rain,Rural,6.871956963105424,33.11260068010024,49.995899196478845,90,Yes,Dusk,6,36,No,Eldoret,Meru-Maua Road,6
194,2024-01-09,01:00:00,Moderate,Clear,Highway,5.824185994314179,8.069701681201632,73.02491895295712,120,No,Night,1,30,Yes,Nakuru,Meru-Maua Road,13
195,2024-01-09,02:00:00,Minor,Clear,Urban,1.5543999575280703,9.176997951722194,61.91727353658367,30,Yes,Night,9,46,No,Machakos,Jogoo Road,15
196,2024-01-09,03:00:00,Minor,Rain,Intersection,4.747027666161042,15.225366136878353,18.663993979768257,120,Yes,Daylight,2,78,Yes,Machakos,Mombasa Road,24
197,2024-01-09,04:00:00,Moderate,Fog,Intersection,4.8734035764182995,32.64483250134694,2.568964486940817,50,No,Night,2,23,No,Eldoret,Kisumu-Busia Road,56
198,2024-01-09,05:00:00,Moderate,Snow,Highway,8.713354290465364,30.05277732569246,28.454138567693377,50,Yes,Daylight,7,32,No,Nakuru,Kisumu-Busia Road,47
199,2024-01-09,06:00:00,Moderate,Rain,Highway,5.693158091783991,-0.897281496656408,44.30337063376194,90,Yes,Night,2,33,No,Mombasa,Nakuru-Eldoret Highway,43
200,2024-01-09,07:00:00,Moderate,Clear,Intersection,4.113805215218892,10.709229730856649,61.71059444286563,70,Yes,Dusk,8,41,No,Nyeri,Meru-Maua Road,18
201,2024-01-09,08:00:00,Moderate,Clear,Rural,9.779603120851263,17.134847589990873,84.99593305032053,90,Yes,Daylight,6,40,Yes,Eldoret,Nakuru-Eldoret Highway,30
202,2024-01-09,09:00:00,Minor,Rain,Highway,1.5518456365999989,15.125298902061601,19.624571670616564,120,Yes,Night,7,65,No,Kisumu,Jogoo Road,42
203,2024-01-09,10:00:00,Minor,Fog,Intersection,4.514210068963473,2.754522717475707,12.55497898984771,30,No,Dusk,7,27,No,Meru,Thika Superhighway,34
204,2024-01-09,11:00:00,Moderate,Fog,Highway,0.8992344141283503,29.352670846726184,96.34799474743275,90,No,Night,6,71,No,Meru,Uhuru Highway,40
205,2024-01-09,12:00:00,Moderate,Clear,Rural,7.529089147285839,22.077631319873493,10.80445593764071,70,Yes,Dusk,9,58,No,Kakamega,Uhuru Highway,42
206,2024-01-09,13:00:00,Minor,Clear,Urban,9.22172724589193,28.516334994072146,47.84910701071892,90,No,Dusk,9,58,No,Machakos,Meru-Maua Road,39
207,2024-01-09,14:00:00,Minor,Fog,Highway,3.1603546307296497,29.350571173978885,58.55637287933019,50,No,Night,7,66,No,Nairobi,Meru-Maua Road,59
208,2024-01-09,15:00:00,Moderate,Snow,Rural,8.654245929591648,24.934234146629592,54.137442090743825,120,No,Night,9,34,No,Kisumu,Mombasa Road,10
209,2024-01-09,16:00:00,Minor,Rain,Intersection,3.2760731893880286,12.568424049988693,8.603215703294321,120,Yes,Dusk,3,66,No,Mombasa,Jogoo Road,7
210,2024-01-09,17:00:00,Minor,Clear,Highway,9.152316535617194,19.421870200616983,5.702691400361937,120,Yes,Dusk,3,73,No,Nakuru,Thika Superhighway,5
211,2024-01-09,18:00:00,Minor,Clear,Highway,7.662638084169448,1.414616244789726,10.548342746103568,120,Yes,Dusk,1,61,No,Mombasa,Mombasa-Malindi Highway,57
212,2024-01-09,19:00:00,Moderate,Fog,Intersection,8.146614379993668,21.945816698996307,58.55876838726125,120,No,Daylight,5,62,No,Machakos,Jogoo Road,22
213,2024-01-09,20:00:00,Moderate,Rain,Urban,0.6710622782043177,2.17013022957123,54.43448876343211,120,No,Dusk,4,47,No,Nairobi,Mombasa-Malindi Highway,27
214,2024-01-09,21:00:00,Minor,Fog,Intersection,9.646698392203247,22.75798362040627,23.374079203674427,30,Yes,Daylight,2,61,No,Nakuru,Nyeri-Nanyuki Road,36
215,2024-01-09,22:00:00,Moderate,Rain,Highway,7.403374424668071,4.1839264301587455,63.777414184559156,70,Yes,Dusk,9,63,No,Eldoret,Kisumu-Busia Road,33
216,2024-01-09,23:00:00,Minor,Rain,Intersection,3.3951354061682664,-0.2979479939912011,82.00675020556494,120,No,Daylight,3,27,No,Kakamega,Meru-Maua Road,27
217,2024-01-10,00:00:00,Minor,Rain,Rural,8.379249316159047,1.6113796057182972,4.157895984659376,70,No,Dusk,8,72,No,Nakuru,Mombasa Road,40
218,2024-01-10,01:00:00,Moderate,Clear,Intersection,3.1744513849418343,-4.920314591237189,49.81299435480424,120,Yes,Dusk,6,36,No,Machakos,Meru-Maua Road,10
219,2024-01-10,02:00:00,Moderate,Snow,Highway,8.791161475878216,23.74958471414121,68.93104121026903,90,No,Dusk,5,46,No,Mombasa,Uhuru Highway,21
220,2024-01-10,03:00:00,Moderate,Fog,Intersection,1.5695137089134017,24.296041962335163,25.23119270696871,120,No,Night,1,19,Yes,Meru,Meru-Maua Road,22
221,2024-01-10,04:00:00,Moderate,Snow,Urban,7.1850167858775595,15.597333996530377,30.77709052931491,50,No,Night,4,53,No,Mombasa,Uhuru Highway,35
222,2024-01-10,05:00:00,Minor,Fog,Intersection,5.636635528126648,1.454512042215348,61.36379029893838,30,No,Dusk,3,36,No,Mombasa,Nakuru-Eldoret Highway,10
223,2024-01-10,06:00:00,Minor,Rain,Urban,1.4170774668566877,-1.6578264995724101,89.7935293443737,90,No,Daylight,1,24,No,Mombasa,Meru-Maua Road,38
224,2024-01-10,07:00:00,Minor,Clear,Rural,2.7979913684589706,-4.23484134250852,80.99244203028994,90,No,Daylight,5,43,Yes,Kakamega,Jogoo Road,48
225,2024-01-10,08:00:00,Minor,Snow,Urban,0.6178383446344905,1.6299270786088282,58.31302190995835,50,No,Dusk,6,32,No,Machakos,Mombasa-Malindi Highway,48
226,2024-01-10,09:00:00,Minor,Clear,Intersection,4.953295671912805,30.634221399325867,73.02217177572491,120,Yes,Night,2,64,No,Kisumu,Jogoo Road,31
227,2024-01-10,10:00:00,Severe,Fog,Highway,3.3620199772200037,4.66147366806727,36.482247020779866,30,Yes,Daylight,3,73,No,Kakamega,Kangundo Road,40
228,2024-01-10,11:00:00,Minor,Clear,Urban,6.1843961008287085,9.170853088688627,64.09655280987577,90,No,Night,6,55,No,Kakamega,Uhuru Highway,52
229,2024-01-10,12:00:00,Moderate,Clear,Rural,3.3237591732318634,-0.7861806207466726,46.6181591127557,30,No,Daylight,4,20,No,Machakos,Nyeri-Nanyuki Road,56
230,2024-01-10,13:00:00,Moderate,Snow,Urban,3.3492315593163546,3.8944521899268114,18.993613645756092,90,No,Dusk,9,55,No,Nyeri,Kangundo Road,46
231,2024-01-10,14:00:00,Moderate,Rain,Urban,7.560335387950232,15.768982831208206,70.17382738772572,120,Yes,Night,5,33,No,Kakamega,Nakuru-Eldoret Highway,29
232,2024-01-10,15:00:00,Minor,Clear,Urban,0.9573569417943577,19.310107323826102,55.646463734882204,90,Yes,Daylight,4,19,No,Nakuru,Jogoo Road,14
233,2024-01-10,16:00:00,Minor,Rain,Rural,9.077502454323879,4.814092566648442,35.86215819535914,90,No,Dusk,2,48,No,Nyeri,Nyeri-Nanyuki Road,43
234,2024-01-10,17:00:00,Minor,Fog,Intersection,8.596506806716224,-2.6907136309953117,91.13391900786307,70,Yes,Dusk,6,45,No,Machakos,Mombasa-Malindi Highway,50
235,2024-01-10,18:00:00,Minor,Clear,Urban,6.844144490650862,10.641314765095945,2.0934117826733267,120,No,Dusk,2,24,No,Thika,Thika Superhighway,43
236,2024-01-10,19:00:00,Moderate,Snow,Urban,6.135604916020151,4.368134837053365,31.5773151249496,50,No,Night,7,47,Yes,Thika,Mombasa Road,16
237,2024-01-10,20:00:00,Minor,Fog,Highway,8.976873732326696,3.7821569291920767,5.688139777764656,50,No,Night,3,60,No,Kisumu,Meru-Maua Road,15
238,2024-01-10,21:00:00,Minor,Fog,Rural,2.260636705522787,33.39451210853821,76.65273162216272,120,No,Dusk,9,75,No,Eldoret,Meru-Maua Road,53
239,2024-01-10,22:00:00,Moderate,Snow,Urban,1.2502070408128718,19.65201943702896,70.21074541137926,50,No,Night,5,79,No,Kakamega,Thika Superhighway,47
240,2024-01-10,23:00:00,Minor,Clear,Rural,2.775346614140612,17.275137726883834,33.13522187363171,120,No,Daylight,8,24,No,Mombasa,Meru-Maua Road,57
241,2024-01-11,00:00:00,Severe,Clear,Urban,8.048493647651807,11.631004140932877,67.5662902207073,50,No,Dusk,6,53,No,Eldoret,Jogoo Road,7
242,2024-01-11,01:00:00,Severe,Fog,Intersection,0.8293675339015916,12.157773337205771,39.593722619594985,70,Yes,Dusk,8,46,No,Eldoret,Thika Superhighway,55
243,2024-01-11,02:00:00,Severe,Clear,Intersection,6.036664933293151,16.636200153523234,75.62537914224343,50,No,Night,3,41,No,Nyeri,Kangundo Road,26
244,2024-01-11,03:00:00,Minor,Rain,Urban,9.956656403817444,22.85719228144429,45.41836627367061,90,Yes,Dusk,3,69,No,Nakuru,Kangundo Road,8
245,2024-01-11,04:00:00,Minor,Snow,Intersection,8.629112891456625,23.08584384727318,41.22797278316656,120,No,Daylight,5,56,No,Thika,Nakuru-Eldoret Highway,12
246,2024-01-11,05:00:00,Severe,Rain,Urban,5.4537340459141,1.8677563082179827,93.4729915488301,30,No,Night,3,21,No,Meru,Mombasa Road,18
247,2024-01-11,06:00:00,Minor,Clear,Intersection,1.1045886382231023,15.004510083065078,25.087909989070024,30,Yes,Night,8,46,No,Nakuru,Kisumu-Busia Road,24
248,2024-01-11,07:00:00,Severe,Fog,Highway,8.398048386664243,11.478323801364077,12.044733999656543,120,Yes,Dusk,8,61,No,Thika,Thika Superhighway,28
249,2024-01-11,08:00:00,Severe,Snow,Highway,6.1902958276835,29.82107865077537,58.45431132594582,70,No,Dusk,2,22,No,Meru,Kisumu-Busia Road,18
250,2024-01-11,09:00:00,Moderate,Clear,Highway,1.5918634720658849,20.256756848735055,96.93218122841789,50,Yes,Dusk,4,72,No,Kakamega,Meru-Maua Road,32
251,2024-01-11,10:00:00,Minor,Clear,Rural,1.3916442058218839,16.300162656639273,37.783921372718666,70,No,Night,1,46,No,Nairobi,Thika Superhighway,20
252,2024-01-11,11:00:00,Minor,Fog,Rural,9.141454784647628,-0.3842143128433051,6.203676362878152,30,No,Dusk,4,79,No,Machakos,Mombasa Road,36
253,2024-01-11,12:00:00,Moderate,Fog,Highway,6.857402497911745,19.22551557293646,33.93052673095674,120,Yes,Daylight,4,47,No,Nairobi,Nakuru-Eldoret Highway,51
254,2024-01-11,13:00:00,Minor,Rain,Rural,8.378224593509177,-0.3118437727906631,50.593165431955846,120,Yes,Dusk,9,46,No,Nakuru,Mombasa-Malindi Highway,16
255,2024-01-11,14:00:00,Minor,Snow,Intersection,8.85029955268154,8.488263022630083,16.19230066322137,70,Yes,Dusk,3,43,No,Kisumu,Kangundo Road,20
256,2024-01-11,15:00:00,Minor,Snow,Urban,5.931837344459061,0.7136785925732747,65.8102218056492,70,Yes,Night,2,36,No,Nakuru,Uhuru Highway,56
257,2024-01-11,16:00:00,Severe,Fog,Urban,5.415740341672892,22.682945880974756,99.77493890102006,50,No,Dusk,9,43,No,Nyeri,Uhuru Highway,23
258,2024-01-11,17:00:00,Moderate,Rain,Urban,4.589060398049407,3.2500845534461043,45.17394759814438,90,Yes,Night,9,54,No,Meru,Kangundo Road,9
259,2024-01-11,18:00:00,Minor,Snow,Highway,3.510992584015633,10.67437492752104,35.472855673021265,90,Yes,Dusk,1,44,No,Meru,Meru-Maua Road,16
260,2024-01-11,19:00:00,Minor,Fog,Rural,4.6286616281577615,30.826991104751144,40.070416683446666,50,Yes,Daylight,6,47,No,Kakamega,Nakuru-Eldoret Highway,33
261,2024-01-11,20:00:00,Moderate,Clear,Intersection,7.851856729436486,3.1726553359588117,11.514617839520113,90,Yes,Daylight,8,68,No,Nairobi,Nakuru-Eldoret Highway,9
262,2024-01-11,21:00:00,Severe,Snow,Intersection,6.21827259464375,15.312202558351164,88.32736014262238,30,Yes,Night,3,70,Yes,Kakamega,Mombasa-Malindi Highway,46
263,2024-01-11,22:00:00,Minor,Rain,Highway,8.978971254571038,11.77086644664088,41.4825655521352,90,No,Night,9,47,Yes,Nairobi,Meru-Maua Road,21
264,2024-01-11,23:00:00,Minor,Rain,Intersection,4.712110136602283,-4.275038358170811,38.72744114248413,50,No,Dusk,2,20,No,Meru,Kangundo Road,51
265,2024-01-12,00:00:00,Moderate,Rain,Intersection,6.267350997828164,26.71032454291251,65.96902729304743,90,Yes,Dusk,6,76,No,Nakuru,Mombasa-Malindi Highway,12
266,2024-01-12,01:00:00,Moderate,Clear,Intersection,6.497421754373892,-2.238163747416011,44.203342093112354,120,Yes,Daylight,1,75,No,Kisumu,Jogoo Road,44
267,2024-01-12,02:00:00,Moderate,Snow,Intersection,6.121123041910092,13.970200839078146,64.8233468807846,70,No,Dusk,7,60,No,Meru,Kisumu-Busia Road,44
268,2024-01-12,03:00:00,Moderate,Snow,Rural,7.175020844312405,17.427131797557998,6.144629013078751,30,Yes,Daylight,3,24,No,Eldoret,Uhuru Highway,34
269,2024-01-12,04:00:00,Minor,Clear,Intersection,2.7556179495606594,20.137058264583484,81.37233437222274,120,No,Night,7,78,Yes,Thika,Nyeri-Nanyuki Road,14
270,2024-01-12,05:00:00,Minor,Snow,Urban,5.367455886685011,22.545265172315023,94.05039528794026,120,No,Dusk,4,66,No,Nairobi,Uhuru Highway,24
271,2024-01-12,06:00:00,Moderate,Clear,Highway,1.4901356266793029,5.130895340908603,64.8765386159386,50,Yes,Night,9,74,No,Nairobi,Meru-Maua Road,49
272,2024-01-12,07:00:00,Moderate,Clear,Rural,4.152857612625719,-4.600848933662025,95.45659288588108,70,No,Dusk,5,26,No,Nyeri,Mombasa Road,20
273,2024-01-12,08:00:00,Moderate,Clear,Intersection,5.132837151902012,23.937746494196478,15.143231436996329,70,Yes,Daylight,3,70,No,Kakamega,Uhuru Highway,45
274,2024-01-12,09:00:00,Severe,Rain,Rural,6.696130465681988,16.426263973903144,47.74161894803537,30,Yes,Night,8,58,No,Machakos,Thika Superhighway,20
275,2024-01-12,10:00:00,Minor,Snow,Intersection,9.530044999568933,28.444708128289953,60.180673394544726,50,No,Night,6,59,No,Machakos,Nakuru-Eldoret Highway,46
276,2024-01-12,11:00:00,Minor,Clear,Urban,6.206185132209381,27.855534516027774,58.17366474211867,30,No,Dusk,2,30,No,Nyeri,Uhuru Highway,7
277,2024-01-12,12:00:00,Moderate,Snow,Highway,7.564142203677318,28.73304671151533,40.14617790890432,90,Yes,Night,3,32,Yes,Meru,Thika Superhighway,27
278,2024-01-12,13:00:00,Moderate,Rain,Intersection,5.3095275652044265,14.403786399181605,33.80844093662614,120,No,Daylight,8,71,No,Nairobi,Kisumu-Busia Road,26
279,2024-01-12,14:00:00,Moderate,Clear,Intersection,6.523988298075148,8.345135833474625,12.68240225504188,30,Yes,Night,7,22,No,Mombasa,Uhuru Highway,32
280,2024-01-12,15:00:00,Moderate,Fog,Intersection,1.1738560532708475,26.6623281036548,39.17424505622782,120,No,Night,6,46,No,Kisumu,Jogoo Road,50
281,2024-01-12,16:00:00,Moderate,Rain,Intersection,2.9167200179975463,13.051764521170199,16.266081510548513,50,No,Dusk,1,52,No,Eldoret,Uhuru Highway,49
282,2024-01-12,17:00:00,Minor,Fog,Highway,3.9376043854488176,2.3376878561373804,73.43656764922184,90,Yes,Night,9,44,No,Nakuru,Uhuru Highway,40
283,2024-01-12,18:00:00,Minor,Snow,Highway,4.988686872561879,29.198960782458975,20.883093549458998,50,Yes,Dusk,3,44,No,Nakuru,Meru-Maua Road,8
284,2024-01-12,19:00:00,Minor,Snow,Urban,0.9336630822726455,30.302395070893894,5.856530528453385,90,Yes,Dusk,5,25,No,Machakos,Nyeri-Nanyuki Road,42
285,2024-01-12,20:00:00,Minor,Rain,Highway,1.830228926756518,13.652390245606803,55.236613781723435,90,No,Night,7,49,No,Machakos,Jogoo Road,28
286,2024-01-12,21:00:00,Minor,Snow,Intersection,3.129735924017405,-1.9720109076085013,59.52297327194016,120,Yes,Daylight,7,37,No,Nyeri,Uhuru Highway,23
287,2024-01-12,22:00:00,Minor,Fog,Urban,9.729560563559982,10.51304359667725,87.19130612805056,50,Yes,Dusk,3,27,No,Nairobi,Uhuru Highway,15
288,2024-01-12,23:00:00,Minor,Clear,Urban,3.647796567478982,27.141506378504133,57.69816124176819,50,No,Night,4,30,No,Kakamega,Uhuru Highway,44
289,2024-01-13,00:00:00,Minor,Clear,Urban,5.079390052064784,31.070961141849146,34.54808537234457,30,No,Dusk,7,46,No,Nakuru,Thika Superhighway,50
290,2024-01-13,01:00:00,Minor,Clear,Intersection,2.362928271014733,3.1389096999038344,80.30118815263205,50,Yes,Daylight,8,52,No,Nairobi,Kisumu-Busia Road,44
291,2024-01-13,02:00:00,Minor,Rain,Rural,6.302410675219798,-2.321055518989139,54.027889318742105,30,Yes,Daylight,2,78,No,Eldoret,Mombasa Road,50
292,2024-01-13,03:00:00,Minor,Snow,Intersection,3.166490547401756,30.094018125313546,7.928028463119174,70,Yes,Dusk,9,71,Yes,Kisumu,Mombasa Road,59
293,2024-01-13,04:00:00,Moderate,Fog,Highway,2.4664294951650545,10.576197559155013,56.58505603132467,70,Yes,Daylight,7,25,No,Kisumu,Mombasa Road,43
294,2024-01-13,05:00:00,Minor,Snow,Highway,5.407439970236801,16.67043857070253,90.80185454216624,70,No,Night,8,46,No,Nakuru,Kangundo Road,57
295,2024-01-13,06:00:00,Minor,Snow,Intersection,0.5523050920239978,33.722632482030356,39.631262549822054,50,No,Night,6,48,No,Mombasa,Mombasa Road,22
296,2024-01-13,07:00:00,Minor,Snow,Intersection,0.5728083101676407,-2.337410883431086,29.632580189980008,50,Yes,Dusk,6,58,No,Nyeri,Uhuru Highway,16
297,2024-01-13,08:00:00,Moderate,Clear,Urban,2.581153686467649,20.932720298083822,14.346945701802005,30,Yes,Daylight,9,47,No,Nakuru,Thika Superhighway,18
298,2024-01-13,09:00:00,Minor,Fog,Intersection,0.8488529437578008,-2.035783097005317,15.144552193535732,90,Yes,Night,4,39,No,Eldoret,Uhuru Highway,51
299,2024-01-13,10:00:00,Moderate,Fog,Urban,1.5262446642415681,10.018757138660014,43.27714843418189,30,No,Night,5,38,No,Mombasa,Uhuru Highway,22
300,2024-01-13,11:00:00,Minor,Snow,Highway,3.71917616871814,27.152581807737867,59.56798241615295,70,Yes,Night,9,29,No,Thika,Nakuru-Eldoret Highway,48
301,2024-01-13,12:00:00,Minor,Clear,Urban,8.124563956008222,12.338889310225376,8.061540516960175,30,Yes,Dusk,1,28,No,Meru,Meru-Maua Road,46
302,2024-01-13,13:00:00,Minor,Clear,Intersection,5.934462112008358,34.88729415611802,93.95685890251657,90,No,Dusk,4,19,No,Machakos,Kisumu-Busia Road,16
303,2024-01-13,14:00:00,Minor,Fog,Highway,5.370343396585956,17.362371397864088,75.51336174451959,50,No,Night,7,67,No,Machakos,Kangundo Road,44
304,2024-01-13,15:00:00,Moderate,Clear,Rural,3.2881438204771554,7.846486105438139,58.66239182836627,30,Yes,Night,9,58,No,Mombasa,Kisumu-Busia Road,31
305,2024-01-13,16:00:00,Moderate,Clear,Urban,9.351660334611756,3.804453036190125,82.84386709389908,70,Yes,Daylight,6,19,No,Nakuru,Mombasa Road,10
306,2024-01-13,17:00:00,Severe,Clear,Highway,4.271642891753321,9.020821371446473,8.01867568121133,70,No,Daylight,8,51,No,Machakos,Uhuru Highway,28
307,2024-01-13,18:00:00,Minor,Rain,Urban,1.3273812845598292,9.901330950382032,47.68388777331244,50,Yes,Daylight,9,20,Yes,Nairobi,Jogoo Road,55
308,2024-01-13,19:00:00,Minor,Snow,Highway,6.362131903119112,-2.251452891041561,63.00931268616634,30,Yes,Dusk,4,33,No,Machakos,Nyeri-Nanyuki Road,37
309,2024-01-13,20:00:00,Moderate,Fog,Highway,1.5814647380277134,9.782967977070927,82.86529061182893,90,No,Night,1,68,No,Kisumu,Nyeri-Nanyuki Road,49
310,2024-01-13,21:00:00,Minor,Fog,Urban,3.779619856616075,13.569540789568997,78.34695600492677,50,No,Dusk,8,21,No,Machakos,Meru-Maua Road,58
311,2024-01-13,22:00:00,Minor,Rain,Rural,5.320413417819184,23.909510089552185,27.706924971339962,30,No,Night,2,40,No,Thika,Kangundo Road,20
312,2024-01-13,23:00:00,Minor,Snow,Highway,8.80511398450917,21.26917938886432,94.08801695592042,120,Yes,Daylight,1,74,No,Nyeri,Thika Superhighway,54
313,2024-01-14,00:00:00,Minor,Fog,Highway,5.1886925132311275,23.35062620916617,12.434584143087035,70,No,Daylight,7,67,No,Mombasa,Meru-Maua Road,16
314,2024-01-14,01:00:00,Severe,Clear,Highway,7.17145827730081,-4.665452724925716,87.51336186211522,90,No,Daylight,9,37,No,Nairobi,Nakuru-Eldoret Highway,35
315,2024-01-14,02:00:00,Moderate,Fog,Rural,9.931759970491168,3.706695983221442,97.09402496046185,90,Yes,Daylight,9,42,No,Thika,Uhuru Highway,41
316,2024-01-14,03:00:00,Moderate,Clear,Rural,1.7491466390308255,21.46737153599426,17.715352322262557,90,Yes,Night,3,47,No,Kisumu,Mombasa-Malindi Highway,57
317,2024-01-14,04:00:00,Minor,Rain,Intersection,3.1099494924354354,14.359574727189887,72.20660642037853,70,No,Daylight,6,35,No,Nakuru,Kangundo Road,17
318,2024-01-14,05:00:00,Minor,Clear,Urban,4.248472718177641,-4.787460973266162,4.028551877799846,30,No,Night,7,59,No,Meru,Uhuru Highway,12
319,2024-01-14,06:00:00,Minor,Fog,Rural,4.507367696118898,27.17978569727289,40.542282513915495,50,Yes,Night,9,28,Yes,Kisumu,Jogoo Road,42
320,2024-01-14,07:00:00,Minor,Fog,Urban,4.404700215022684,25.912382931613497,51.6283299197674,30,Yes,Dusk,2,46,No,Mombasa,Kisumu-Busia Road,7
321,2024-01-14,08:00:00,Minor,Fog,Intersection,9.122304524287271,16.936766519742505,58.064522590963406,50,No,Daylight,8,34,No,Mombasa,Thika Superhighway,24
